 1390   39,245830   -8,462220     20,13
 1391   39,311940   -8,461110     24,59
 1392   39,814170   -8,458610     42,81
 1393   38,335000   -8,458460     43,05
 1394   38,918610   -8,458330     17,08
 1395   37,833270   -8,458330     53,22
 1396   37,785560   -8,458060     57,44
 1400   39,104720   -8,456670     14,39
 1401   37,880560   -8,456670     49,60
 1402   37,166730   -8,455590     77,33
 1403   37,981380   -8,455170     44,12
 1404   37,187380   -8,454470     79,20
 1405   39,595830   -8,454440     42,89
 1406   37,373060   -8,454170     87,76
 1409   38,470000   -8,449720     42,34
 1410   37,101970   -8,448560     69,83
 1413   38,567780   -8,444170     39,12
 1414   38,814720   -8,444170     23,34
 1415   37,933640   -8,443720     46,45
 1418   37,711580   -8,440570     64,43
 1420   37,189910   -8,438740     78,35
 1421   38,955560   -8,436390     16,11
 1423   38,613610   -8,435560     37,06
 1427   39,216670   -8,434440     19,05
 1428   37,597500   -8,434170     75,29
 1430   39,645000   -8,430830     44,91
 1431   38,869170   -8,428890     20,38
 1432   38,214060   -8,428020     43,07
 1434   37,768610   -8,427220     58,78
 1435   37,549720   -8,426110     78,98
 1436   38,231860   -8,425210     43,40
 1437   38,662320   -8,425080     34,46
 1438   37,866000   -8,424840     50,76
 1439   38,339560   -8,424490     44,49
 1441   38,312110   -8,423270     44,37
 1443   37,970280   -8,421670     45,09
 1444   39,005280   -8,421390     15,19
 1445   39,380830   -8,419440     30,73
 1446   39,514720   -8,418610     40,03
 1447   39,775000   -8,418330     45,17
 1449   39,716670   -8,416390     45,93
 1450   39,597790   -8,416210     44,02
 1453   39,464440   -8,415280     36,93
 1454   38,776940   -8,415280     26,83
 1455   39,985560   -8,415000     36,90
 1457   37,223010   -8,414770     79,47
 1458   38,387950   -8,414460     44,94
 1459   39,242220   -8,414170     21,04
 1460   39,929720   -8,413060     39,69
 1463   39,828610   -8,411110     43,97
 1465   37,898660   -8,410190     48,71
 1466   38,174610   -8,410100     43,28
 1467   39,095830   -8,410000     15,36
 1468   39,306940   -8,410000     25,48
 1470   39,678330   -8,405830     46,13
 1471   37,732240   -8,404720     61,90
 1472   37,807220   -8,404440     55,25
 1474   37,265560   -8,403330     81,57
 1476   38,898890   -8,402500     19,56
 1477   39,872780   -8,401940     42,66
 1478   38,733330   -8,400830     30,45
 1481   37,210560   -8,393200     77,02
 1482   37,304440   -8,392780     82,77
 1483   38,424720   -8,392780     45,58
 1484   39,614500   -8,391480     45,26
 1485   39,413330   -8,390280     33,97
 1487   37,163830   -8,389130     72,48
 1488   38,529170   -8,388890     43,09
 1489   38,655680   -8,387540     36,37
 1490   37,193280   -8,387120     75,12
 1491   39,161110   -8,386940     17,80
 1493   38,012190   -8,385980     44,46
 1494   39,058330   -8,385560     15,81
 1495   38,828060   -8,385560     24,37
 1496   38,481390   -8,385280     44,81
 1497   37,954990   -8,384160     46,22
 1498   37,990010   -8,383190     45,07
 1499   39,825530   -8,383090     45,06
 1500   37,650000   -8,382500     69,09
 1502   39,201940   -8,380560     19,80
 1504   39,991260   -8,378740     38,27
 1505   37,362360   -8,377870     83,30
 1506   37,684170   -8,376940     65,86
 1509   37,216040   -8,376070     76,31
 1510   39,567500   -8,375830     43,93
 1513   38,116310   -8,374680     43,96
 1515   39,282500   -8,372780     24,86
 1516   39,935860   -8,372700     41,10
 1522   39,921040   -8,370130     41,87
 1523   39,744950   -8,370110     47,19
 1524   38,773010   -8,369120     28,83
 1528   39,380000   -8,368330     32,12
 1535   37,973330   -8,366110     45,84
 1536   38,069970   -8,366020     44,18
 1537   38,257920   -8,365850     46,04
 1538   38,190310   -8,365820     45,00
 1539   39,727290   -8,365050     47,47
 1540   38,941670   -8,365000     18,92
 1543   38,141860   -8,364240     44,46
 1544   38,649080   -8,363680     37,79
 1545   37,444720   -8,363610     81,77
 1546   38,566670   -8,363610     42,53
 1551   37,101640   -8,361210     63,95
 1559   39,316110   -8,359170     27,66
 1562   37,934050   -8,355950     47,41
 1563   38,436110   -8,354720     47,09
 1568   38,350030   -8,353960     47,51
 1570   37,836110   -8,353330     52,91
 1576   39,096390   -8,350830     17,34
 1577   38,391090   -8,350090     47,70
 1579   38,747780   -8,349720     31,45
 1583   38,793610   -8,348890     28,19
 1584   37,880830   -8,348610     50,10
 1585   37,910280   -8,348330     48,55
 1586   39,844470   -8,348180     45,71
 1587   39,827510   -8,347760     46,25
 1589   39,030000   -8,347500     17,33
 1596   38,631390   -8,345560     39,70
 1599   37,505000   -8,344720     78,46
 1600   39,229170   -8,344170     22,48
 1603   37,174480   -8,342710     70,42
 1605   38,987780   -8,342220     18,29
 1606   39,623060   -8,341940     46,90
 1607   38,887500   -8,341390     22,47
 1608   38,308030   -8,341230     47,69
 1609   37,779300   -8,340600     57,08
 1610   37,231550   -8,339740     75,11
 1611   37,392350   -8,339690     81,24
 1612   37,330330   -8,339390     80,32
 1613   37,633890   -8,338890     69,30
 1617   38,020680   -8,336480     45,30
 1618   38,506940   -8,335830     46,21
 1619   37,588610   -8,335830     72,78
 1621   38,126560   -8,334460     45,22
 1622   37,538890   -8,334440     76,12
 1623   39,507220   -8,334170     41,93
 1625   39,932780   -8,333060     42,94
 1626   39,412780   -8,332220     35,64
 1627   39,472470   -8,332160     39,81
 1628   38,482220   -8,331940     47,12
 1630   37,762780   -8,330830     58,30
 1636   37,724170   -8,324440     61,38
 1638   37,432280   -8,322290     79,91
 1639   37,452850   -8,321990     79,43
 1640   38,712220   -8,317500     35,44
 1641   39,161940   -8,317500     20,34
 1643   37,157160   -8,316420     67,05
 1646   37,249610   -8,314340     74,77
 1647   37,974170   -8,313890     46,61
 1648   39,383060   -8,310280     34,14
 1649   38,839720   -8,310280     26,72
 1650   39,743330   -8,309440     49,04
 1652   37,481860   -8,308850     77,85
 1653   37,669170   -8,308610     65,63
 1657   39,901110   -8,306390     45,30
 1658   38,252500   -8,306230     48,19
 1659   38,754440   -8,305280     32,92
 1660   38,390700   -8,304980     49,59
 1664   38,566670   -8,302220     45,23
 1665   39,244170   -8,302220     24,90
 1666   37,197030   -8,301690     69,88
 1667   39,301670   -8,300280     28,64
 1668   37,500670   -8,300180     76,69
 1670   38,509440   -8,300000     47,68
 1671   37,633060   -8,299720     68,28
 1672   37,080210   -8,299560     57,84
 1673   39,484440   -8,299440     41,49
 1674   37,291710   -8,298120     76,26
 1675   39,770830   -8,298060     49,09
 1676   39,051670   -8,296940     19,32
 1679   37,383610   -8,293610     78,64
 1680   37,807290   -8,293360     54,72
 1681   39,520830   -8,293060     43,82
 1682   38,598610   -8,293060     43,96
 1683   38,467500   -8,292220     49,19
 1684   38,150920   -8,292090     46,79
 1686   39,010830   -8,289720     20,08
 1687   38,284090   -8,289590     49,34
 1688   37,912300   -8,288590     48,95
 1689   38,078800   -8,287820     46,14
 1690   39,435830   -8,287780     38,60
 1691   37,250680   -8,287500     73,20
 1692   37,218350   -8,286620     70,75
 1695   39,870830   -8,284720     47,16
 1696   38,328730   -8,282730     50,21
 1697   39,337780   -8,282500     31,78
 1698   38,433330   -8,280280     50,27
 1699   37,128870   -8,280010     62,00
 1700   38,810830   -8,277500     30,17
 1701   39,808060   -8,277500     49,06
 1703   39,183610   -8,276670     22,87
 1704   37,735000   -8,276110     59,81
 1705   37,883610   -8,276110     50,30
 1706   38,650010   -8,275680     41,61
 1708   37,151270   -8,272910     63,88
 1709   38,896390   -8,272500     25,10
 1710   37,432500   -8,271670     77,34
 1711   37,843330   -8,271670     52,42
 1713   37,538340   -8,271300     73,66
 1715   37,092430   -8,270870     57,63
 1717   39,966670   -8,270560     44,34
 1718   38,964440   -8,270280     22,21
 1719   39,593890   -8,269440     47,78
 1721   38,125610   -8,268620     47,09
 1722   37,173360   -8,268530     65,76
 1723   37,601390   -8,267500     69,65
 1724   39,145280   -8,266110     21,97
 1725   38,722220   -8,265280     37,09
 1730   39,288610   -8,261110     29,20
 1731   39,213610   -8,261110     24,89
 1732   39,095830   -8,260560     21,20
 1733   37,577360   -8,260380     71,00
 1734   38,214390   -8,259260     49,03
 1737   39,377500   -8,253890     35,53
 1740   37,128300   -8,251060     60,38
 1741   38,168030   -8,250670     48,33
 1742   38,367920   -8,250530     51,70
 1743   37,244500   -8,249880     70,59
 1745   37,981110   -8,248330     47,48
 1748   37,178630   -8,247320     65,08
 1750   39,427780   -8,246940     39,22
 1752   37,944440   -8,246670     48,30
 1754   37,836100   -8,245920     52,84
 1756   39,495000   -8,242780     43,60
 1757   37,301390   -8,242780     73,57
 1760   38,515280   -8,240000     49,99
 1762   39,995000   -8,237780     44,82
 1764   39,576390   -8,235560     47,83
 1765   37,800280   -8,235560     54,94
 1768   37,711110   -8,234720     61,00
 1769   37,478890   -8,233890     74,63
 1770   38,079250   -8,233700     47,43
 1771   39,908610   -8,233060     47,82
 1772   38,919720   -8,230830     25,97
 1773   38,785000   -8,230830     34,19
 1774   37,638440   -8,230820     66,11
 1775   38,041940   -8,230560     47,32
 1776   38,295920   -8,229950     51,63
 1777   39,830560   -8,229720     49,97
 1779   39,066670   -8,229170     22,51
 1781   37,209340   -8,228470     66,75
 1782   37,765000   -8,228060     57,17
 1783   37,155440   -8,227540     61,88
 1785   39,653610   -8,226390     50,36
 1787   38,845560   -8,224720     30,41
 1788   38,603330   -8,224720     46,63
 1789   37,652150   -8,224660     65,02
 1791   37,088390   -8,222140     54,86
 1794   39,020000   -8,219720     23,32
 1796   38,647190   -8,218390     44,30
 1798   37,519440   -8,216940     72,53
 1800   39,255830   -8,215560     28,98
 1801   39,944440   -8,215280     47,38
 1802   38,751940   -8,215000     37,27
 1805   39,171940   -8,213060     25,22
 1806   38,455560   -8,213060     52,53
 1807   38,561390   -8,213060     49,22
 1809   38,988890   -8,212220     24,35
 1810   37,892380   -8,211890     50,32
 1811   39,861390   -8,211390     49,80
 1812   37,177230   -8,211000     63,10
 1817   39,535560   -8,206670     46,56
 1818   37,231430   -8,206400     67,37
 1819   38,123860   -8,204450     48,72
 1822   39,111670   -8,201390     24,23
 1823   38,218250   -8,200860     50,87
 1825   39,333330   -8,199720     34,29
 1827   39,405560   -8,198060     39,09
 1829   39,463670   -8,195850     42,82
 1830   37,841350   -8,193980     52,63
 1832   38,492220   -8,192780     52,46
 1833   38,241080   -8,189840     51,72
 1835   39,968330   -8,187780     47,72
 1839   37,621670   -8,186940     66,21
 1840   38,710560   -8,186670     41,44
 1841   37,263890   -8,183610     68,53
 1842   37,161270   -8,182910     60,38
 1844   37,791940   -8,181670     55,26
 1845   38,358700   -8,181640     53,97
 1846   39,697220   -8,181110     51,74
 1847   37,708610   -8,180830     60,46
 1849   39,218610   -8,180280     28,54
 1850   39,290830   -8,179720     32,36
 1851   38,653410   -8,179700     45,50
 1852   37,122140   -8,179340     56,50
 1853   38,604720   -8,178610     48,39
 1854   37,750830   -8,177500     57,71
 1856   38,270700   -8,174970     52,79
 1857   38,873060   -8,174440     31,22
 1858   37,665270   -8,173940     63,19
 1860   37,448060   -8,173330     72,85
 1861   39,881670   -8,172220     50,38
 1863   39,772780   -8,170830     52,00
 1865   39,506940   -8,169440     45,77
 1866   38,749720   -8,168890     39,50
 1867   38,395530   -8,168470     54,50
 1868   38,780000   -8,168330     37,44
 1871   39,366110   -8,166110     37,43
 1872   39,017220   -8,166110     26,08
 1873   39,412780   -8,165830     40,38
 1874   38,159110   -8,165500     50,37
 1876   39,603890   -8,163890     49,97
 1878   38,044210   -8,162250     48,64
 1879   37,085100   -8,161950     52,23
 1880   37,991940   -8,161670     48,68
 1881   37,574440   -8,161110     68,27
 1882   38,836110   -8,160830     34,09
 1885   38,570830   -8,158060     50,81
 1887   37,380560   -8,156110     72,04
 1888   39,119440   -8,156110     26,53
 1889   39,255560   -8,155000     31,35
 1890   38,217780   -8,154670     52,06
 1892   38,475280   -8,154170     54,12
 1893   38,428610   -8,153890     54,79
 1896   39,159170   -8,150560     27,66
 1898   39,675000   -8,150000     51,79
 1899   37,304440   -8,149440     69,32
 1901   38,982220   -8,148610     27,76
 1902   39,068060   -8,148610     26,50
 1903   37,538330   -8,148610     69,60
 1904   38,523330   -8,148330     53,00
 1906   39,650830   -8,147500     51,37
 1908   39,916110   -8,146110     50,30
 1912   39,460000   -8,143330     43,66
 1913   37,230080   -8,142520     64,50
 1914   39,713980   -8,141550     52,30
 1915   39,745050   -8,141260     52,43
 1916   38,122030   -8,141080     50,09
 1920   37,155640   -8,138600     58,20
 1922   37,341390   -8,137500     70,36
 1923   37,896240   -8,137480     50,77
 1924   39,558330   -8,136670     48,58
 1929   37,484440   -8,134720     70,92
 1934   37,678640   -8,133310     61,79
 1938   39,978610   -8,130280     49,46
 1940   38,342510   -8,129770     55,20
 1942   38,382030   -8,126360     55,60
 1944   39,016110   -8,125560     28,13
 1945   39,312780   -8,125560     35,45
 1946   38,199220   -8,125330     52,24
 1947   37,202220   -8,124720     61,73
 1949   38,926390   -8,123330     31,03
 1950   37,331670   -8,123060     69,50
 1954   37,914930   -8,121130     50,41
 1955   38,610560   -8,120280     50,11
 1956   39,107220   -8,120000     28,08
 1957   38,838610   -8,118890     35,86
 1958   38,730000   -8,118610     42,91
 1960   39,891110   -8,117220     51,38
 1965   38,530000   -8,116390     53,71
 1966   38,485830   -8,116390     54,94
 1967   39,221940   -8,116110     31,31
 1968   38,162780   -8,114280     51,54
 1970   38,576940   -8,113330     51,95
 1971   37,405280   -8,112780     70,84
 1972   39,785130   -8,111790     52,58
 1974   37,553330   -8,111390     68,09
 1975   37,158010   -8,111370     57,58
 1977   37,931350   -8,110650     50,15
 1978   38,982220   -8,110560     29,65
 1980   38,028460   -8,109450     49,45
 1981   37,465540   -8,107920     70,51
 1983   38,132920   -8,107750     50,96
 1985   38,259470   -8,106250     54,14
 1986   39,643060   -8,106110     51,40
 1988   39,375830   -8,105000     39,59
 1989   37,823880   -8,104950     53,70
 1992   37,308360   -8,103500     67,87
 1994   37,073410   -8,101800     49,56
 1998   38,426870   -8,099490     56,16
 2000   38,874170   -8,098330     34,75
 2001   38,102670   -8,097780     50,52
 2003   39,191110   -8,097220     30,94
 2005   37,761560   -8,095670     56,78
 2006   39,514440   -8,095560     47,03
 2007   37,840280   -8,095000     53,05
 2008   38,691460   -8,094170     46,27
 2009   37,243620   -8,092220     63,81
 2010   38,900000   -8,091940     33,72
 2013   37,419670   -8,087830     70,21
 2014   39,070560   -8,086940     29,47
 2015   37,651670   -8,085000     62,83
 2016   37,962850   -8,084680     49,99
 2019   37,680710   -8,083640     61,21
 2020   39,897780   -8,083610     51,78
 2021   39,250560   -8,083330     33,73
 2023   37,605200   -8,082130     65,22
 2024   37,697690   -8,082050     60,25
 2025   37,785000   -8,081670     55,58
 2027   39,420560   -8,080280     42,51
 2028   39,745560   -8,078890     52,66
 2030   39,601940   -8,078060     50,34
 2031   38,695710   -8,077350     46,55
 2032   37,577950   -8,076620     66,42
 2033   37,146460   -8,076490     55,72
 2034   39,564440   -8,076110     49,12
 2036   39,978890   -8,074170     50,93
 2037   37,469060   -8,073080     69,61
 2039   37,103070   -8,072750     51,77
 2040   39,295000   -8,071670     36,14
 2041   39,833330   -8,071670     52,49
 2043   39,145560   -8,068890     30,94
 2044   37,882500   -8,068610     51,77
 2045   38,548330   -8,067500     54,24
 2047   39,443060   -8,066390     43,85
 2048   38,385420   -8,065270     56,80
 2049   37,455840   -8,065220     69,58
 2050   39,668060   -8,064720     51,80
 2052   38,755560   -8,064440     43,22
 2053   37,348330   -8,063060     68,31
 2054   37,158810   -8,061200     56,50
 2055   37,512900   -8,060420     68,47
 2056   39,718890   -8,060280     52,42
 2058   37,056980   -8,059860     47,47
 2059   39,337220   -8,059440     38,54
 2060   39,371940   -8,058890     40,32
 2061   38,479040   -8,058320     56,28
 2062   38,806110   -8,058060     40,32
 2063   39,503610   -8,058060     46,74
 2064   38,865000   -8,056670     37,01
 2068   38,321530   -8,053940     56,27
 2069   39,115000   -8,053610     31,15
 2070   37,444380   -8,052940     69,40
 2071   37,699030   -8,051520     60,05
 2072   39,781950   -8,051380     52,63
 2073   38,923330   -8,051110     34,46
 2077   37,244690   -8,048100     62,82
 2078   38,609170   -8,047780     52,09
 2079   39,936670   -8,046390     51,80
 2082   38,249280   -8,043130     54,88
 2084   39,005560   -8,042500     32,24
 2085   37,748820   -8,042220     57,45
 2086   39,848330   -8,041670     52,43
 2087   38,641110   -8,041110     50,64
 2091   39,424170   -8,039170     43,20
 2094   38,289030   -8,037710     55,85
 2096   39,188060   -8,036940     33,18
 2098   37,482520   -8,035840     68,71
 2099   38,023670   -8,035780     50,46
 2100   38,778610   -8,035280     42,76
 2102   39,626110   -8,033060     50,71
 2105   37,966740   -8,030680     50,61
 2107   37,208090   -8,029110     59,92
 2108   37,391090   -8,027270     68,59
 2109   38,133000   -8,026800     52,17
 2110   37,188790   -8,026670     58,41
 2111   37,691600   -8,026000     60,39
 2113   37,528500   -8,024390     67,52
 2115   38,191860   -8,024070     53,63
 2116   37,138050   -8,024060     54,23
 2117   39,572220   -8,023610     49,17
 2118   37,792500   -8,023330     55,45
 2120   39,480530   -8,021870     45,82
 2124   38,413400   -8,019630     57,37
 2126   37,887960   -8,018350     52,08
 2129   37,630000   -8,017500     63,46
 2131   37,287720   -8,016230     64,82
 2132   37,775740   -8,013620     56,25
 2133   39,056670   -8,013610     32,75
 2134   39,719720   -8,013610     51,94
 2137   37,590000   -8,012500     65,22
 2139   37,413880   -8,012310     68,63
 2140   39,905560   -8,012220     52,13
 2141   39,333610   -8,011670     39,34
 2143   38,511390   -8,010830     56,19
 2144   38,896110   -8,010830     37,25
 2147   39,248610   -8,008890     35,99
 2151   37,307580   -8,005800     65,65
 2152   37,236550   -8,005730     61,63
 2156   39,295280   -8,004170     37,87
 2158   37,176430   -8,002480     57,19
 2160   37,039680   -8,001630     45,80
 2161   37,106930   -8,001400     51,45
 2162   39,408060   -8,001390     42,77
 2164   38,486390   -8,000830     56,80
 2165   38,100360   -7,999740     51,80
 2167   38,232170   -7,997990     54,86
 2169   37,454260   -7,997670     68,50
 2170   38,139420   -7,997320     52,61
 2172   39,965280   -7,996110     52,02
 2174   37,924090   -7,995870     51,53
 2175   38,761390   -7,995560     44,88
 2177   37,540790   -7,994590     66,88
 2178   38,445930   -7,994570     57,37
 2180   38,838890   -7,994170     40,62
 2181   37,956310   -7,993600     51,12
 2184   39,791670   -7,991110     52,01
 2185   38,955560   -7,990830     35,68
 2188   37,190930   -7,989270     58,22
 2189   38,271980   -7,989070     55,84
 2190   38,552500   -7,988890     55,20
 2191   39,549720   -7,988890     48,13
 2192   37,386130   -7,988480     67,96
 2193   37,689910   -7,988070     60,50
 2198   38,307170   -7,986260     56,56
 2199   38,581110   -7,986110     54,21
 2201   38,668060   -7,984720     50,26
 2203   39,110280   -7,984440     33,85
 2206   38,214530   -7,982990     54,51
 2207   37,433670   -7,982660     68,38
 2208   37,141880   -7,982590     54,32
 2209   38,016110   -7,982500     51,04
 2214   38,380560   -7,980040     57,48
 2215   37,411200   -7,979900     68,22
 2216   37,806950   -7,979430     55,14
 2219   39,637220   -7,979170     50,15
 2221   39,597500   -7,978610     49,29
 2223   39,837500   -7,977780     51,90
 2224   39,195560   -7,977780     35,33
 2228   37,377050   -7,975850     67,65
 2229   39,507500   -7,975830     46,63
 2233   39,740560   -7,973330     51,38
 2234   39,894440   -7,972780     51,92
 2235   38,609440   -7,971390     53,18
 2236   38,800280   -7,971110     43,31
 2240   39,683610   -7,968610     50,67
 2241   38,916110   -7,968330     37,87
 2245   39,466940   -7,966390     45,15
 2246   37,214950   -7,966310     59,86
 2247   39,372220   -7,965830     41,54
 2248   37,251910   -7,964370     62,28
 2249   37,356460   -7,964320     67,04
 2250   37,103840   -7,964200     51,22
 2251   37,341030   -7,964160     66,55
 2253   37,318610   -7,963680     65,71
 2254   39,940560   -7,962780     51,93
 2257   39,065000   -7,962500     34,64
 2258   37,650280   -7,962500     62,45
 2260   37,231600   -7,961730     60,98
 2262   37,844830   -7,961290     53,91
 2263   37,541450   -7,961260     66,69
 2265   38,326950   -7,960960     56,91
 2267   37,057150   -7,960270     47,43
 2269   39,005000   -7,959720     35,52
 2271   39,238890   -7,959440     36,96
 2274   38,176500   -7,956650     53,71
 2276   39,146940   -7,956390     35,12
 2279   37,608610   -7,955560     64,29
 2283   37,901940   -7,952500     52,43
 2285   37,036120   -7,951000     45,85
 2290   38,122450   -7,949210     52,59
 2293   37,867760   -7,945620     53,36
 2294   39,284720   -7,945560     38,63
 2295   37,071390   -7,944440     48,71
 2296   37,703390   -7,942980     60,04
 2299   38,194640   -7,942210     54,17
 2302   38,152610   -7,941430     53,23
 2303   38,399670   -7,940900     57,48
 2304   38,479700   -7,940900     56,98
 2305   38,854720   -7,940000     41,32
 2308   37,240490   -7,938910     61,52
 2309   38,902220   -7,938890     39,30
 2310   37,567500   -7,938890     65,85
 2312   39,711390   -7,938060     50,22
 2315   37,355080   -7,937890     66,87
 2319   39,502780   -7,935830     46,02
 2320   39,552780   -7,935280     47,37
 2322   39,622220   -7,933890     48,83
 2323   38,288780   -7,933400     56,19
 2325   37,150820   -7,931940     55,15
 2326   39,466390   -7,931940     44,86
 2327   38,961390   -7,931940     37,47
 2329   39,426390   -7,931390     43,56
 2330   38,627780   -7,931390     52,60
 2331   39,752090   -7,930940     50,39
 2332   37,876780   -7,929270     53,29
 2335   37,738610   -7,928610     58,51
 2336   39,192500   -7,928060     36,63
 2338   39,782780   -7,927220     50,51
 2341   37,200360   -7,925590     58,87
 2342   39,848610   -7,925560     50,90
 2344   38,425400   -7,925230     57,36
 2345   37,444900   -7,924350     68,10
 2347   38,514180   -7,923090     56,26
 2349   39,658330   -7,922220     49,09
 2350   38,664170   -7,922220     51,01
 2353   37,837220   -7,920830     54,59
 2355   39,092220   -7,920280     35,92
 2356   39,379720   -7,919440     42,00
 2359   37,530280   -7,917500     66,97
 2361   39,157500   -7,915280     36,43
 2362   37,304750   -7,914780     65,00
 2363   37,139170   -7,914720     54,38
 2365   37,791670   -7,913330     56,37
 2367   38,714170   -7,912500     48,68
 2369   39,916280   -7,911590     51,08
 2370   37,266340   -7,910900     63,09
 2371   38,569120   -7,909030     54,71
 2372   37,175480   -7,908900     57,18
 2373   38,353030   -7,908620     56,95
 2375   38,248140   -7,907540     55,27
 2376   38,782190   -7,907120     45,39
 2377   37,094820   -7,906990     51,00
 2378   37,473080   -7,906460     67,97
 2381   37,670830   -7,903060     61,82
 2383   37,924590   -7,901990     52,52
 2385   37,557550   -7,901760     66,27
 2386   39,316110   -7,898890     40,15
 2388   38,863060   -7,898610     41,82
 2390   37,947420   -7,897310     52,22
 2391   39,951390   -7,896940     51,16
 2392   37,999640   -7,896700     51,81
 2394   39,993330   -7,896110     51,72
 2395   37,393920   -7,896090     67,73
 2396   39,020000   -7,895280     37,23
 2399   37,430380   -7,893580     68,10
 2403   38,745280   -7,889720     47,32
 2405   39,256110   -7,888890     38,73
 2406   38,166720   -7,888400     53,54
 2407   37,150380   -7,888350     55,53
 2408   38,601390   -7,888060     53,49
 2410   37,716890   -7,886280     59,89
 2413   37,615560   -7,885280     64,31
 2414   37,274940   -7,884830     63,68
 2415   37,743890   -7,884720     58,70
 2416   38,434430   -7,884480     56,87
 2419   39,068610   -7,882500     37,04
 2420   38,122110   -7,882350     52,76
 2421   39,592780   -7,881940     46,82
 2423   39,876940   -7,881670     49,91
 2425   39,819170   -7,880560     49,30
 2426   39,449440   -7,878330     43,74
 2428   39,516390   -7,877780     45,27
 2430   38,472290   -7,877170     56,44
 2431   38,904720   -7,876940     40,62
 2432   38,692780   -7,876390     49,75
 2433   37,937470   -7,875800     52,57
 2434   39,106110   -7,874170     37,14
 2436   38,057860   -7,873980     52,07
 2438   37,969680   -7,873760     52,19
 2439   38,638330   -7,872780     52,00
 2440   39,644170   -7,872500     47,24
 2441   38,808750   -7,872340     44,52
 2443   37,918120   -7,870360     52,97
 2445   37,055680   -7,869600     48,62
 2449   37,408340   -7,867670     68,05
 2450   39,222500   -7,867500     38,38
 2451   37,359260   -7,867240     67,13
 2453   39,168330   -7,866110     37,66
 2454   37,879930   -7,864660     53,93
 2456   38,242500   -7,863590     54,82
 2458   37,277720   -7,862320     64,01
 2459   37,242110   -7,862190     62,06
 2461   38,325560   -7,861450     56,06
 2463   39,435000   -7,860560     43,15
 2466   39,722220   -7,860000     47,59
 2467   37,837690   -7,859450     55,28
 2468   37,201480   -7,859100     59,54
 2469   38,818540   -7,858920     44,21
 2470   37,857030   -7,858670     54,66
 2471   37,716920   -7,858110     60,20
 2472   38,406670   -7,857590     56,49
 2473   39,333060   -7,857500     40,75
 2477   38,196970   -7,855400     53,93
 2478   39,543610   -7,854170     45,15
 2479   37,815900   -7,853050     56,13
 2480   39,299720   -7,852780     40,03
 2481   37,791720   -7,852070     57,08
 2482   39,980560   -7,851940     50,64
 2483   38,963890   -7,851940     39,34
 2484   37,482960   -7,851260     68,14
 2485   38,564850   -7,850590     54,17
 2487   37,346540   -7,849910     66,90
 2488   37,584350   -7,848500     65,79
 2490   37,155170   -7,847780     56,48
 2492   39,684440   -7,847220     46,68
 2493   38,939440   -7,846390     40,06
 2494   38,284310   -7,844450     55,26
 2496   37,303800   -7,843580     65,41
 2497   38,998890   -7,843330     38,77
 2498   38,526710   -7,842920     54,94
 2500   37,029710   -7,842620     47,31
 2501   37,418530   -7,841170     68,34
 2502   39,365000   -7,840830     41,42
 2504   37,916930   -7,839690     53,32
 2507   38,206340   -7,838650     53,94
 2508   37,666940   -7,837500     62,66
 2509   38,831600   -7,837480     43,82
 2511   37,900060   -7,836750     53,73
 2513   38,861390   -7,836670     42,70
 2515   37,970610   -7,834850     52,50
 2516   38,149500   -7,834650     53,03
 2517   38,362450   -7,834500     55,90
 2519   37,849030   -7,832060     55,24
 2521   38,740000   -7,831390     47,55
 2522   37,101380   -7,831190     52,84
 2523   39,908610   -7,830560     48,61
 2524   37,509720   -7,830000     67,94
 2525   39,190280   -7,829440     38,49
 2526   38,589440   -7,828610     53,08
 2531   39,046390   -7,825280     38,45
 2532   39,831670   -7,825000     47,21
 2535   38,773610   -7,823610     46,15
 2536   38,429260   -7,822480     55,69
 2538   39,411390   -7,820560     42,11
 2539   38,640280   -7,820000     51,28
 2540   38,094750   -7,819310     52,39
 2542   39,147220   -7,819170     38,33
 2543   37,797850   -7,819140     57,27
 2544   39,031110   -7,818610     38,73
 2546   37,332980   -7,816730     66,82
 2547   37,377900   -7,816530     68,02
 2548   37,080450   -7,815360     51,65
 2549   39,515560   -7,815280     43,58
 2550   39,236670   -7,815280     39,20
 2551   37,254440   -7,814440     63,39
 2552   37,141940   -7,812780     56,20
 2553   37,290830   -7,812780     65,22
 2556   39,647220   -7,811110     44,77
 2558   37,595830   -7,810560     65,82
 2559   38,827050   -7,809780     44,07
 2561   37,719210   -7,808040     60,76
 2562   37,877150   -7,807570     54,68
 2563   39,931110   -7,807500     48,18
 2564   38,562260   -7,806830     53,35
 2565   38,125530   -7,806090     52,60
 2568   37,922530   -7,803160     53,57
 2570   37,410340   -7,802010     68,68
 2572   38,681940   -7,801110     49,49
 2573   38,302760   -7,800420     54,68
 2574   37,774750   -7,799820     58,48
 2575   37,815410   -7,799540     56,87
 2576   37,546110   -7,799440     67,49
 2578   39,742220   -7,798890     44,97
 2579   39,683610   -7,798890     44,49
 2580   39,390280   -7,798890     41,47
 2581   38,208800   -7,798260     53,50
 2582   37,964500   -7,798000     52,86
 2583   38,717500   -7,797500     48,13
 2584   37,794440   -7,796940     57,72
 2585   38,515040   -7,796560     54,08
 2586   39,551940   -7,795830     43,32
 2587   37,650560   -7,795280     63,91
 2588   37,745100   -7,795140     59,81
 2591   37,992450   -7,794150     52,54
 2592   39,954170   -7,793890     48,19
